#  an         x(")        x_er(")     y(")        y_er(")    UT1-TAI(s)  UT1_er(s)    dPsi(")     dPsi_er(")  dEps(")     dEps_er(")
   1995.10   -0.108759    0.000265    0.495358    0.000233 -28.6960089   0.0000354   -0.023820    0.000445   -0.004878    0.000319
   1995.15   -0.072640    0.000263    0.525123    0.000225 -28.7425495   0.0000181   -0.023605    0.000452   -0.005982    0.000344
   1995.20   -0.021970    0.000268    0.546547    0.000231 -28.7952791   0.0000110   -0.022429    0.000204   -0.007167    0.000151
   1995.25    0.034112    0.000268    0.557468    0.000231 -28.8459718   0.0000150   -0.022058    0.000299   -0.008134    0.000235
   1995.30    0.093205    0.000231    0.555113    0.000193 -28.8967862   0.0000120   -0.021628    0.000239   -0.008904    0.000187
   1995.35    0.162212    0.000223    0.533471    0.000189 -28.9466674   0.0000126   -0.020842    0.000236   -0.008904    0.000184
   1995.40    0.209604    0.000280    0.497069    0.000243 -28.9922923   0.0000111   -0.022954    0.000279   -0.008832    0.000215
   1995.45    0.254926    0.000246    0.443363    0.000213 -29.0324456   0.0000468   -0.024919    0.000460   -0.008717    0.000461
   1995.50    0.281626    0.000185    0.378525    0.000156 -29.0649592   0.0000203   -0.027905    0.000307   -0.008780    0.000259
   1995.55    0.287433    0.000239    0.308091    0.000208 -29.0911295   0.0000120   -0.031237    0.000231   -0.008582    0.000177
   1995.60    0.273243    0.000232    0.237939    0.000201 -29.1139133   0.0000130   -0.033936    0.000241   -0.008933    0.000180
   1995.65    0.238219    0.000228    0.179821    0.000194 -29.1428668   0.0000110   -0.035090    0.000229   -0.008562    0.000177
   1995.70    0.190544    0.000231    0.134798    0.000201 -29.1792591   0.0000141   -0.036497    0.000259   -0.008307    0.000189
   1995.75    0.134045    0.000229    0.105680    0.000197 -29.2214127   0.0000110   -0.035371    0.000216   -0.008006    0.000168
   1995.80    0.067339    0.000182    0.086459    0.000154 -29.2642771   0.0000120   -0.033490    0.000224   -0.007742    0.000173
   1995.85    0.002879    0.000218    0.084233    0.000187 -29.3069886   0.0000090   -0.032663    0.000181   -0.006448    0.000140
   1995.90   -0.067592    0.000220    0.101399    0.000193 -29.3531348   0.0000119   -0.030601    0.000229   -0.005926    0.000179
   1995.95   -0.137268    0.000226    0.136812    0.000197 -29.3993185   0.0000119   -0.029202    0.000236   -0.005260    0.000186
   1996.00   -0.174988    0.000214    0.192233    0.000185 -29.4430478   0.0000090   -0.029436    0.000189   -0.005075    0.000120
   1996.05   -0.204251    0.000222    0.247073    0.000191 -29.4782462   0.0000273   -0.029928    0.000463   -0.005259    0.000192
   1996.10   -0.222961    0.000211    0.311868    0.000180 -29.5109479   0.0000230   -0.028794    0.000583   -0.005801    0.000247
   1996.15   -0.219848    0.000215    0.378677    0.000180 -29.5483772   0.0000168   -0.030027    0.000327   -0.006467    0.000145
   1996.20   -0.195740    0.000209    0.449042    0.000179 -29.5905842   0.0000130   -0.029129    0.000246   -0.007757    0.000112
   1996.25   -0.152550    0.000206    0.507863    0.000174 -29.6309901   0.0000127   -0.027967    0.000256   -0.008632    0.000117
   1996.30   -0.102393    0.000203    0.552126    0.000172 -29.6729189   0.0000150   -0.027797    0.000314   -0.009199    0.000148
   1996.35   -0.033656    0.000193    0.584520    0.000166 -29.7155547   0.0000130   -0.028272    0.000264   -0.009544    0.000124
   1996.40    0.040315    0.000198    0.596501    0.000173 -29.7554372   0.0000350   -0.028416    0.000656   -0.009503    0.000345
   1996.45    0.116003    0.000193    0.581758    0.000166 -29.7871766   0.0000186   -0.031563    0.000317   -0.008984    0.000190
   1996.50    0.182139    0.000194    0.545779    0.000167 -29.8139228   0.0000130   -0.034223    0.000279   -0.008958    0.000121
   1996.55    0.237852    0.000197    0.495864    0.000172 -29.8349386   0.0000130   -0.036891    0.000191   -0.008935    0.000089
   1996.60    0.268592    0.000201    0.437783    0.000171 -29.8574795   0.0000471   -0.039901    0.001440   -0.008893    0.000600
   1996.65    0.296523    0.000193    0.370705    0.000167 -29.8777595   0.0000089   -0.041413    0.000143   -0.009107    0.000071
   1996.70    0.290095    0.000191    0.296362    0.000163 -29.9023471   0.0000130   -0.041534    0.000274   -0.008464    0.000126
   1996.75    0.267424    0.000184    0.227822    0.000156 -29.9347335   0.0000140   -0.041825    0.000319   -0.007709    0.000142
   1996.80    0.227231    0.000178    0.171422    0.000152 -29.9708434   0.0000130   -0.040007    0.000294   -0.007585    0.000131
   1996.85    0.175227    0.000179    0.122535    0.000153 -30.0078640   0.0000100   -0.037298    0.000209   -0.007087    0.000098
   1996.90    0.108558    0.000182    0.096560    0.000156 -30.0432546   0.0000118   -0.036939    0.000226   -0.005866    0.000108
   1996.95    0.041024    0.000183    0.086585    0.000155 -30.0754551   0.0000190   -0.035378    0.000334   -0.005481    0.000184
   1997.00   -0.019695    0.000163    0.095343    0.000152 -30.1102331   0.0000263   -0.034534    0.000259   -0.005033    0.000111
   1997.05   -0.074502    0.000142    0.119518    0.000147 -30.1447137   0.0000174   -0.035328    0.000189   -0.005104    0.000068
   1997.10   -0.123055    0.000134    0.156818    0.000138 -30.1741535   0.0000120   -0.036124    0.000505   -0.005527    0.000264
   1997.15   -0.162283    0.000141    0.205039    0.000146 -30.2059488   0.0000150   -0.034797    0.000292   -0.006435    0.000134
   1997.20   -0.186549    0.000150    0.264065    0.000153 -30.2468440   0.0000160   -0.035338    0.000752   -0.007247    0.000265
   1997.25   -0.189116    0.000152    0.331998    0.000157 -30.2939481   0.0000230   -0.034003    0.000204   -0.008366    0.000081
   1997.30   -0.175318    0.000143    0.396982    0.000148 -30.3387344   0.0000160   -0.033525    0.000392   -0.008817    0.000139
   1997.35   -0.145326    0.000136    0.452558    0.000141 -30.3782867   0.0000240   -0.034468    0.000415   -0.009043    0.000149
   1997.40   -0.098302    0.000140    0.498427    0.000144 -30.4171528   0.0000206   -0.035773    0.000256   -0.009072    0.000108
   1997.45   -0.048720    0.000140    0.525435    0.000147 -30.4520362   0.0000226   -0.037219    0.000266   -0.009116    0.000105
   1997.50    0.022786    0.000138    0.536332    0.000144 -30.4725005   0.0000270   -0.041089    0.000184   -0.008553    0.000077
   1997.55    0.089413    0.000145    0.526637    0.000148 -30.4915382   0.0000241   -0.043666    0.000608   -0.008542    0.000203
   1997.60    0.140504    0.000146    0.504320    0.000151 -30.5191686   0.0000279   -0.045658    0.000211   -0.008484    0.000083
   1997.65    0.180781    0.000147    0.468128    0.000152 -30.5446258   0.0000260   -0.047947    0.000259   -0.008432    0.000098
   1997.70    0.215916    0.000148    0.429600    0.000151 -30.5738354   0.0000220   -0.047898    0.000236   -0.008254    0.000092
   1997.75    0.221370    0.000144    0.379139    0.000145 -30.6090852   0.0000220   -0.047048    0.000234   -0.007458    0.000090
   1997.80    0.226439    0.000140    0.329556    0.000144 -30.6469902   0.0000190   -0.046514    0.000244   -0.006572    0.000095
   1997.85    0.214936    0.000142    0.278759    0.000146 -30.6859995   0.0000220   -0.044428    0.000209   -0.006413    0.000081
   1997.90    0.189537    0.000148    0.235609    0.000151 -30.7213949   0.0000220   -0.042279    0.000254   -0.005441    0.000104
   1997.95    0.150177    0.000138    0.201123    0.000142 -30.7520242   0.0000158   -0.042715    0.000224   -0.004873    0.000089
   1998.00    0.104133    0.000125    0.175432    0.000122 -30.7822540   0.0000150   -0.041343    0.000259   -0.004555    0.000095
   1998.05    0.051641    0.000094    0.167306    0.000085 -30.8120303   0.0000122   -0.041317    0.000282   -0.004696    0.000101
   1998.10   -0.004200    0.000104    0.172602    0.000098 -30.8486517   0.0000210   -0.041658    0.000307   -0.005071    0.000110
   1998.15   -0.049786    0.000100    0.187665    0.000094 -30.8867385   0.0000183   -0.041305    0.000259   -0.005837    0.000091
   1998.20   -0.080845    0.000099    0.219250    0.000090 -30.9252496   0.0000184   -0.040038    0.000254   -0.006752    0.000090
   1998.25   -0.110161    0.000102    0.253846    0.000093 -30.9625079   0.0000190   -0.040194    0.000674   -0.007782    0.000244
   1998.30   -0.113969    0.000091    0.301666    0.000084 -30.9990335   0.0000170   -0.038802    0.000239   -0.008314    0.000082
   1998.35   -0.113584    0.000092    0.343866    0.000085 -31.0340661   0.0000190   -0.039202    0.000304   -0.008323    0.000109
   1998.40   -0.107705    0.000083    0.382729    0.000077 -31.0670840   0.0000241   -0.041353    0.000259   -0.008567    0.000092
   1998.45   -0.098759    0.000084    0.414617    0.000078 -31.0898757   0.0000240   -0.042659    0.000261   -0.008279    0.000095
   1998.50   -0.065291    0.000088    0.441048    0.000081 -31.1007056   0.0000220   -0.045439    0.000259   -0.008258    0.000091
   1998.55   -0.021328    0.000087    0.465678    0.000080 -31.1073263   0.0000255   -0.049267    0.000302   -0.008049    0.000103
   1998.60    0.017974    0.000091    0.478427    0.000085 -31.1157627   0.0000273   -0.051168    0.000274   -0.008013    0.000094
   1998.65    0.058403    0.000094    0.476671    0.000086 -31.1250901   0.0000180   -0.052469    0.000282   -0.007753    0.000097
   1998.70    0.097792    0.000101    0.466289    0.000091 -31.1405069   0.0000210   -0.053738    0.000241   -0.007750    0.000083
   1998.75    0.126876    0.000093    0.444774    0.000086 -31.1603213   0.0000156   -0.052101    0.000264   -0.007378    0.000091
   1998.80    0.148954    0.000094    0.418039    0.000086 -31.1857987   0.0000207   -0.050632    0.000287   -0.006243    0.000101
   1998.85    0.163869    0.000097    0.387663    0.000089 -31.2135705   0.0000180   -0.049385    0.000299   -0.005443    0.000103
   1998.90    0.156105    0.000088    0.350550    0.000081 -31.2415745   0.0000160   -0.047865    0.000244   -0.005007    0.000087
   1998.95    0.139170    0.000092    0.321888    0.000084 -31.2646198   0.0000151   -0.046922    0.000246   -0.003818    0.000088
   1999.00    0.140300    0.000093    0.296132    0.000077 -31.2824588   0.0000130   -0.048031    0.000271   -0.003954    0.000100
   1999.05    0.120282    0.000101    0.272324    0.000083 -31.2996336   0.0000160   -0.046237    0.000307   -0.003943    0.000120
   1999.10    0.099630    0.000111    0.253163    0.000093 -31.3200916   0.0000340   -0.046684    0.000282   -0.004525    0.000109
   1999.15    0.075430    0.000108    0.244297    0.000086 -31.3427666   0.0000229   -0.046677    0.000266   -0.005253    0.000098
   1999.20    0.055284    0.000103    0.240641    0.000085 -31.3614136   0.0000170   -0.045119    0.000274   -0.006332    0.000103
   1999.25    0.024491    0.000090    0.240371    0.000074 -31.3849730   0.0000191   -0.044357    0.000279   -0.006827    0.000107
   1999.30    0.000942    0.000090    0.248445    0.000072 -31.4110447   0.0000210   -0.044854    0.000294   -0.007889    0.000115
   1999.35   -0.016862    0.000087    0.263406    0.000071 -31.4349950   0.0000160   -0.043749    0.000322   -0.007908    0.000123
   1999.40   -0.022700    0.000085    0.281694    0.000069 -31.4551707   0.0000160   -0.045011    0.000415   -0.007536    0.000154
   1999.45   -0.031894    0.000086    0.296877    0.000070 -31.4725499   0.0000220   -0.048444    0.000261   -0.007631    0.000103
   1999.50   -0.030818    0.000086    0.312254    0.000070 -31.4814950   0.0000190   -0.050087    0.000264   -0.007321    0.000101
   1999.55   -0.024686    0.000087    0.330463    0.000073 -31.4868846   0.0000207   -0.053413    0.000294   -0.007226    0.000112
   1999.60   -0.015517    0.000085    0.344675    0.000070 -31.4937916   0.0000170   -0.056673    0.000307   -0.007468    0.000114
   1999.65   -0.008263    0.000094    0.361050    0.000074 -31.5036876   0.0000180   -0.057300    0.000264   -0.007380    0.000100
   1999.70    0.001639    0.000090    0.371199    0.000073 -31.5172301   0.0000180   -0.057506    0.000282   -0.006673    0.000105
   1999.75    0.007309    0.000090    0.379818    0.000073 -31.5307908   0.0000120   -0.057293    0.000282   -0.006422    0.000111
   1999.80    0.016064    0.000088    0.383455    0.000070 -31.5511044   0.0000500   -0.054580    0.000264   -0.005875    0.000102
   1999.85    0.024801    0.000096    0.379672    0.000078 -31.5761261   0.0000120   -0.053415    0.000460   -0.004522    0.000198
   1999.90    0.032689    0.000087    0.377866    0.000071 -31.6017781   0.0000170   -0.051796    0.000249   -0.003709    0.000094
   1999.95    0.036881    0.000083    0.381100    0.000068 -31.6231855   0.0000150   -0.050755    0.000274   -0.003320    0.000109
   2000.00    0.041696    0.000082    0.377524    0.000066 -31.6431540   0.0000220   -0.050250    0.000312   -0.002421    0.000109
   2000.05    0.051502    0.000084    0.376044    0.000067 -31.6585466   0.0000350   -0.051699    0.000284   -0.002838    0.000094
   2000.10    0.061475    0.000085    0.373383    0.000067 -31.6761659   0.0000245   -0.049314    0.000684   -0.003188    0.000267
   2000.15    0.067783    0.000083    0.365152    0.000064 -31.6915534   0.0000398   -0.049721    0.000362   -0.003999    0.000115
   2000.20    0.072628    0.000087    0.357157    0.000069 -31.7096599   0.0000359   -0.049489    0.000309   -0.005077    0.000104
   2000.25    0.075186    0.000088    0.346899    0.000067 -31.7251259   0.0000353   -0.047316    0.000407   -0.005998    0.000136
   2000.30    0.082934    0.000077    0.342767    0.000059 -31.7436156   0.0000308   -0.047549    0.000314   -0.006284    0.000103
   2000.35    0.088664    0.000073    0.332933    0.000057 -31.7637308   0.0000270   -0.048584    0.000493   -0.007010    0.000158
   2000.40    0.097975    0.000072    0.322188    0.000057 -31.7811948   0.0000390   -0.048214    0.000445   -0.006844    0.000158
   2000.45    0.112540    0.000074    0.304799    0.000058 -31.7918606   0.0000497   -0.050650    0.000980   -0.006413    0.000362
   2000.50    0.108854    0.000073    0.279894    0.000058 -31.7959725   0.0000304   -0.054787    0.000395   -0.006464    0.000120
   2000.55    0.096268    0.000074    0.261911    0.000059 -31.8003750   0.0000399   -0.056568    0.000344   -0.006337    0.000116
   2000.60    0.082262    0.000076    0.248589    0.000059 -31.7995350   0.0000614   -0.059304    0.000581   -0.006292    0.000213
   2000.65    0.059071    0.000077    0.243071    0.000060 -31.8053913   0.0000589   -0.060965    0.000920   -0.006608    0.000376
   2000.70    0.025809    0.000074    0.240623    0.000059 -31.8140058   0.0000266   -0.060247    0.000608   -0.006072    0.000197
   2000.75   -0.006165    0.000073    0.246749    0.000056 -31.8236816   0.0000469   -0.059920    0.000334   -0.005205    0.000113
   2000.80   -0.035544    0.000075    0.262829    0.000058 -31.8399154   0.0000338   -0.058319    0.000334   -0.004574    0.000116
   2000.85   -0.059965    0.000074    0.292184    0.000058 -31.8618403   0.0000159   -0.055718    0.000342   -0.003858    0.000116
   2000.90   -0.077680    0.000074    0.325330    0.000058 -31.8780506   0.0000330   -0.055179    0.000659   -0.002818    0.000210
   2000.95   -0.081545    0.000075    0.358039    0.000058 -31.8951225   0.0000250   -0.053776    0.000329   -0.002165    0.000110
   2001.00   -0.073970    0.000074    0.396548    0.000060 -31.9075895   0.0000483   -0.052926    0.001312   -0.002044    0.000437
   2001.05   -0.061211    0.000073    0.426862    0.000061 -31.9177367   0.0000176   -0.052740    0.000106   -0.001725    0.000079
   2001.10   -0.032970    0.000075    0.452218    0.000061 -31.9243449   0.0000273   -0.054038    0.000239   -0.002448    0.000130
   2001.15    0.002931    0.000078    0.475819    0.000065 -31.9385287   0.0000180   -0.051373    0.000246   -0.002877    0.000140
   2001.20    0.044396    0.000079    0.487122    0.000063 -31.9592548   0.0000170   -0.051300    0.000229   -0.004037    0.000116
   2001.25    0.091532    0.000081    0.489546    0.000064 -31.9753829   0.0000130   -0.050594    0.000191   -0.005107    0.000100
   2001.30    0.137660    0.000075    0.477963    0.000062 -31.9909412   0.0000230   -0.049006    0.000186   -0.005376    0.000100
   2001.35    0.179473    0.000074    0.452616    0.000061 -32.0073291   0.0000189   -0.050319    0.000347   -0.005732    0.000192
   2001.40    0.215539    0.000071    0.409346    0.000059 -32.0232229   0.0000099   -0.051736    0.000189   -0.006118    0.000103
   2001.45    0.242888    0.000072    0.359555    0.000061 -32.0254549   0.0000160   -0.052637    0.000224   -0.006093    0.000120
   2001.50    0.253053    0.000074    0.305350    0.000062 -32.0263249   0.0000121   -0.055827    0.000196   -0.005634    0.000104
   2001.55    0.247447    0.000072    0.249732    0.000059 -32.0259177   0.0000220   -0.059138    0.000450   -0.005989    0.000206
   2001.60    0.220635    0.000076    0.200033    0.000064 -32.0216715   0.0000150   -0.060422    0.000196   -0.005592    0.000104
   2001.65    0.175367    0.000079    0.159189    0.000066 -32.0261941   0.0000171   -0.062238    0.000201   -0.005631    0.000107
   2001.70    0.125079    0.000077    0.132679    0.000062 -32.0313354   0.0000170   -0.062221    0.000201   -0.005615    0.000109
   2001.75    0.064880    0.000076    0.118533    0.000061 -32.0390155   0.0000210   -0.060716    0.000206   -0.004602    0.000111
   2001.80    0.000640    0.000075    0.121115    0.000062 -32.0541239   0.0000150   -0.059557    0.000206   -0.003951    0.000105
   2001.85   -0.059681    0.000075    0.141953    0.000062 -32.0706463   0.0000254   -0.057469    0.000349   -0.003114    0.000265
   2001.90   -0.102134    0.000074    0.180711    0.000060 -32.0873491   0.0000140   -0.055758    0.000219   -0.002260    0.000131
   2001.95   -0.152795    0.000075    0.228192    0.000063 -32.0994203   0.0000130   -0.055403    0.000196   -0.001499    0.000108
   2002.00   -0.177711    0.000075    0.290997    0.000063 -32.1161099   0.0000150   -0.054565    0.000211   -0.001450    0.000101
   2002.05   -0.179802    0.000076    0.348731    0.000064 -32.1277245   0.0000060   -0.053897    0.000121   -0.001503    0.000053
   2002.10   -0.163333    0.000076    0.407089    0.000064 -32.1397230   0.0000230   -0.053952    0.000671   -0.001665    0.000262
   2002.15   -0.134844    0.000076    0.461973    0.000063 -32.1563518   0.0000127   -0.054132    0.000284   -0.002848    0.000135
   2002.20   -0.088403    0.000078    0.513500    0.000064 -32.1740339   0.0000081   -0.051993    0.000156   -0.002860    0.000065
   2002.25   -0.027667    0.000076    0.542055    0.000064 -32.1884386   0.0000120   -0.051409    0.000264   -0.004226    0.000120
   2002.30    0.028911    0.000074    0.554470    0.000064 -32.2020053   0.0000080   -0.050747    0.000156   -0.005066    0.000068
   2002.35    0.091892    0.000070    0.550174    0.000059 -32.2140302   0.0000090   -0.050504    0.000173   -0.004764    0.000075
   2002.40    0.142546    0.000073    0.534064    0.000062 -32.2288300   0.0000080   -0.052703    0.000176   -0.004972    0.000075
   2002.45    0.193919    0.000073    0.504612    0.000064 -32.2299139   0.0000090   -0.054313    0.000184   -0.005325    0.000080
   2002.50    0.228530    0.000071    0.458332    0.000061 -32.2296840   0.0000110   -0.056472    0.000181   -0.005218    0.000077
   2002.55    0.243598    0.000069    0.403826    0.000059 -32.2311944   0.0000080   -0.059878    0.000173   -0.004731    0.000076
   2002.60    0.257187    0.000072    0.349019    0.000061 -32.2254340   0.0000090   -0.061610    0.000189   -0.005400    0.000080
   2002.65    0.256202    0.000073    0.295857    0.000060 -32.2249365   0.0000080   -0.062539    0.000173   -0.004445    0.000074
   2002.70    0.236059    0.000073    0.242565    0.000059 -32.2287788   0.0000140   -0.063223    0.000224   -0.004665    0.000090
   2002.75    0.197498    0.000073    0.200090    0.000061 -32.2342467   0.0000094   -0.061654    0.000178   -0.004392    0.000076
   2002.80    0.151536    0.000069    0.165262    0.000058 -32.2428237   0.0000100   -0.060003    0.000181   -0.003106    0.000075
   2002.85    0.084933    0.000073    0.147028    0.000060 -32.2534827   0.0000119   -0.057975    0.000189   -0.002571    0.000085
   2002.90    0.022899    0.000070    0.141577    0.000060 -32.2627469   0.0000128   -0.056202    0.000246   -0.002072    0.000099
   2002.95   -0.038643    0.000071    0.153022    0.000060 -32.2763927   0.0000084   -0.055619    0.000158   -0.000976    0.000069
   2003.00   -0.089276    0.000070    0.187430    0.000060 -32.2882567   0.0000160   -0.055304    0.000161   -0.000677    0.000071
   2003.05   -0.127669    0.000071    0.229232    0.000061 -32.3004335   0.0000170   -0.054324    0.000420   -0.001316    0.000176
   2003.10   -0.148405    0.000074    0.278398    0.000063 -32.3078001   0.0000070   -0.054015    0.000153   -0.001319    0.000061
   2003.15   -0.154798    0.000074    0.331451    0.000060 -32.3188247   0.0000256   -0.053965    0.000385   -0.001988    0.000167
   2003.20   -0.156333    0.000071    0.383876    0.000059 -32.3301382   0.0000072   -0.052373    0.000156   -0.003579    0.000061
   2003.25   -0.131798    0.000070    0.439538    0.000060 -32.3438577   0.0000150   -0.051603    0.000251   -0.003222    0.000108
   2003.30   -0.094409    0.000069    0.486663    0.000058 -32.3571968   0.0000157   -0.051459    0.000204   -0.004655    0.000083
   2003.35   -0.044951    0.000069    0.522390    0.000059 -32.3654802   0.0000099   -0.050601    0.000166   -0.005396    0.000066
   2003.40    0.001675    0.000071    0.543276    0.000062 -32.3738314   0.0000138   -0.051700    0.000186   -0.004485    0.000091
   2003.45    0.063580    0.000068    0.547104    0.000060 -32.3742107   0.0000281   -0.055209    0.000641   -0.004541    0.000239
   2003.50    0.134667    0.000066    0.537304    0.000057 -32.3673199   0.0000069   -0.056897    0.000138   -0.004900    0.000059
   2003.55    0.191095    0.000066    0.509157    0.000058 -32.3570041   0.0000094   -0.060118    0.000221   -0.004406    0.000091
   2003.60    0.232167    0.000067    0.464994    0.000057 -32.3530048   0.0000080   -0.062759    0.000171   -0.004444    0.000069
   2003.65    0.259719    0.000067    0.415492    0.000056 -32.3512292   0.0000060   -0.062952    0.000126   -0.004901    0.000050
   2003.70    0.264669    0.000066    0.357176    0.000056 -32.3523541   0.0000264   -0.063419    0.000699   -0.003745    0.000294
   2003.75    0.257069    0.000065    0.302277    0.000057 -32.3566465   0.0000073   -0.062946    0.000153   -0.003904    0.000062
   2003.80    0.227130    0.000069    0.251071    0.000057 -32.3649503   0.0000090   -0.060002    0.000199   -0.003562    0.000080
   2003.85    0.196375    0.000069    0.208079    0.000058 -32.3721237   0.0000095   -0.058973    0.000234   -0.001974    0.000095
   2003.90    0.146804    0.000066    0.174080    0.000057 -32.3796747   0.0000487   -0.057333    0.001327   -0.001694    0.000512
   2003.95    0.087650    0.000065    0.159551    0.000056 -32.3836772   0.0000080   -0.055477    0.000093   -0.001514    0.000044
   2004.00    0.032002    0.000067    0.154398    0.000058 -32.3884038   0.0000210   -0.056133    0.000209   -0.000277    0.000095
   2004.05   -0.013717    0.000072    0.166858    0.000061 -32.3987409   0.0000107   -0.056030    0.000171   -0.000709    0.000072
   2004.10   -0.056672    0.000070    0.192522    0.000058 -32.4057888   0.0000235   -0.054509    0.000282   -0.001538    0.000118
   2004.15   -0.100690    0.000069    0.228229    0.000057 -32.4142905   0.0000100   -0.054559    0.000171   -0.001892    0.000070
   2004.20   -0.126540    0.000067    0.268684    0.000057 -32.4219183   0.0000120   -0.054032    0.000204   -0.002977    0.000080
   2004.25   -0.139216    0.000069    0.320593    0.000057 -32.4353783   0.0000100   -0.051398    0.000168   -0.004530    0.000069
   2004.30   -0.135006    0.000069    0.374504    0.000056 -32.4498656   0.0000099   -0.051634    0.000168   -0.003921    0.000069
   2004.35   -0.112178    0.000069    0.423835    0.000059 -32.4589251   0.0000090   -0.052791    0.000168   -0.005176    0.000070
   2004.40   -0.090853    0.000067    0.459113    0.000058 -32.4697034   0.0000140   -0.052099    0.000206   -0.005503    0.000088
   2004.45   -0.060678    0.000066    0.486722    0.000056 -32.4710108   0.0000100   -0.054625    0.000189   -0.004251    0.000081
   2004.50   -0.006351    0.000067    0.510617    0.000058 -32.4683196   0.0000101   -0.058840    0.000176   -0.004636    0.000073
   2004.55    0.041316    0.000067    0.520332    0.000057 -32.4593072   0.0000100   -0.060335    0.000209   -0.004645    0.000084
   2004.60    0.089842    0.000066    0.514965    0.000055 -32.4531091   0.0000180   -0.063487    0.000249   -0.004356    0.000099
   2004.65    0.136127    0.000066    0.505448    0.000055 -32.4525211   0.0000109   -0.064357    0.000166   -0.004711    0.000067
   2004.70    0.176833    0.000067    0.471466    0.000056 -32.4519401   0.0000140   -0.063630    0.000171   -0.004408    0.000071
   2004.75    0.199142    0.000066    0.431615    0.000054 -32.4546950   0.0000101   -0.063080    0.000173   -0.003591    0.000071
   2004.80    0.205416    0.000068    0.388817    0.000056 -32.4638379   0.0000130   -0.061753    0.000168   -0.003394    0.000071
   2004.85    0.207995    0.000068    0.349237    0.000057 -32.4729020   0.0000164   -0.058058    0.000392   -0.003035    0.000134
   2004.90    0.202829    0.000066    0.307471    0.000056 -32.4855530   0.0000277   -0.057587    0.000294   -0.001383    0.000119
   2004.95    0.177448    0.000067    0.268658    0.000057 -32.4959193   0.0000131   -0.056601    0.000274   -0.001611    0.000112
   2005.00    0.151633    0.000070    0.239305    0.000059 -32.5047906   0.0000120   -0.054592    0.000178   -0.001108    0.000071
   2005.05    0.124417    0.000071    0.216429    0.000060 -32.5142540   0.0000140   -0.056310    0.000229   -0.000728    0.000093
   2005.10    0.079115    0.000070    0.205762    0.000058 -32.5238528   0.0000160   -0.056358    0.000367   -0.001633    0.000164
   2005.15    0.032526    0.000067    0.207109    0.000057 -32.5407774   0.0000130   -0.054694    0.000216   -0.002264    0.000095
   2005.20   -0.002034    0.000069    0.222535    0.000058 -32.5616859   0.0000120   -0.054680    0.000181   -0.003288    0.000073
   2005.25   -0.028484    0.000070    0.242348    0.000058 -32.5737414   0.0000080   -0.053555    0.000173   -0.004471    0.000072
   2005.30   -0.053114    0.000071    0.273260    0.000061 -32.5872286   0.0000130   -0.051633    0.000259   -0.005333    0.000097
   2005.35   -0.061270    0.000070    0.311081    0.000061 -32.6040983   0.0000080   -0.052619    0.000163   -0.004759    0.000069
   2005.40   -0.068792    0.000068    0.340389    0.000058 -32.6149817   0.0000193   -0.054584    0.000334   -0.005644    0.000137
   2005.45   -0.052807    0.000068    0.372227    0.000059 -32.6162553   0.0000119   -0.055173    0.000178   -0.005313    0.000073
   2005.50   -0.038133    0.000070    0.398321    0.000061 -32.6132418   0.0000120   -0.058901    0.000201   -0.004601    0.000084
   2005.55   -0.017973    0.000068    0.415862    0.000058 -32.6053641   0.0000180   -0.062169    0.000294   -0.005164    0.000135
   2005.60    0.009703    0.000068    0.424356    0.000057 -32.6022666   0.0000214   -0.063695    0.000621   -0.004456    0.000214
   2005.65    0.037177    0.000069    0.427889    0.000060 -32.6012906   0.0000130   -0.066130    0.000186   -0.004844    0.000075
   2005.70    0.049729    0.000070    0.422249    0.000058 -32.6012927   0.0000111   -0.065404    0.000189   -0.005079    0.000078
   2005.75    0.059053    0.000070    0.416892    0.000058 -32.6091303   0.0000132   -0.064114    0.000382   -0.003971    0.000158
   2005.80    0.069572    0.000068    0.407876    0.000058 -32.6172333   0.0000109   -0.062775    0.000173   -0.003707    0.000072
   2005.85    0.071874    0.000067    0.396073    0.000057 -32.6291299   0.0000220   -0.060812    0.000701   -0.003141    0.000262
   2005.90    0.067360    0.000067    0.389719    0.000056 -32.6427869   0.0000120   -0.057695    0.000148   -0.002324    0.000062
   2005.95    0.065153    0.000066    0.389472    0.000058 -32.6521539   0.0000110   -0.057985    0.000189   -0.001301    0.000076
   2006.00    0.053785    0.000069    0.384547    0.000058 -32.6618935   0.0000094   -0.057314    0.000189   -0.001845    0.000074
   2006.05    0.049735    0.000071    0.380540    0.000056 -32.6675786   0.0000153   -0.055713    0.000294   -0.001152    0.000132
   2006.10    0.051804    0.000067    0.384285    0.000054 -32.6802171   0.0000100   -0.057552    0.000161   -0.002139    0.000065
   2006.15    0.069198    0.000068    0.384031    0.000055 -32.6966180   0.0000140   -0.056512    0.000204   -0.003258    0.000081
   2006.20    0.085239    0.000071    0.380900    0.000056 -32.7138845   0.0000161   -0.054996    0.000289   -0.003470    0.000110
   2006.25    0.102962    0.000067    0.374089    0.000055 -32.7322225   0.0000112   -0.055420    0.000168   -0.004815    0.000072
   2006.30    0.103907    0.000067    0.365199    0.000056 -32.7509791   0.0000110   -0.053477    0.000194   -0.005988    0.000084
   2006.35    0.108703    0.000065    0.354506    0.000054 -32.7719854   0.0000160   -0.053199    0.000184   -0.005737    0.000081
