LIA,pole_:_time series,Uniform_:_continental load model,elastic mean_:_barystatic sea_:_level,viscosity_:_profile,Asthenosphere_:_viscosity,Q profile,GRACE_:_solution,relaxed shear_:_modulus ratio,alpha,Anelasticity,ocean_mean_trend_step_1,ocean_mean_trend_step_2,ocean_mean_trend_step_3,ocean_mean_trend_step_4,ocean_mean_trend_step_5
False,mean,False,lower,VM7,4.5e+20,PREM,JPL,0.15,0.26,short-term_:_and long-term,1.916332,1.990338,2.26938,2.324829,2.615908
False,mean,False,lower,VM7,4.5e+20,PREM,CSR,0.15,0.26,short-term_:_and long-term,1.848834,1.92284,2.197431,2.253281,2.550415
False,mean,False,lower,VM7,4.5e+20,PREM,MSSA,0.15,0.26,short-term_:_and long-term,1.93827,2.012276,2.338939,2.456348,2.586241
True,mean,False,lower,VM7,4.5e+20,PREM,GFZ,0.15,0.26,short-term_:_and long-term,1.85713,1.930826,2.189651,2.233313,2.521409
True,mean,False,lower,VM7,4.5e+20,PREM,JPL,0.15,0.26,short-term_:_and long-term,1.924758,1.998454,2.267167,2.319668,2.607432
True,mean,False,lower,VM7,4.5e+20,PREM,CSR,0.15,0.26,short-term_:_and long-term,1.856969,1.930666,2.195059,2.247545,2.541009
True,mean,False,lower,VM7,4.5e+20,PREM,MSSA,0.15,0.26,short-term_:_and long-term,1.94679,2.020486,2.334477,2.449772,2.576317
False,mean,False,upper,VM7,4.5e+20,PREM,GFZ,0.15,0.26,short-term_:_and long-term,1.879769,1.953775,2.186184,2.222725,2.505919
False,mean,False,upper,VM7,4.5e+20,PREM,JPL,0.15,0.26,short-term_:_and long-term,1.948227,2.022233,2.263823,2.308635,2.594199
False,mean,False,upper,VM7,4.5e+20,PREM,CSR,0.15,0.26,short-term_:_and long-term,1.879606,1.953612,2.191071,2.236088,2.525931
False,mean,False,upper,VM7,4.5e+20,PREM,MSSA,0.15,0.26,short-term_:_and long-term,1.970531,2.044537,2.326926,2.435131,2.559562
True,mean,False,upper,VM7,4.5e+20,PREM,GFZ,0.15,0.26,short-term_:_and long-term,1.886454,1.960151,2.184035,2.218049,2.498464
True,mean,False,upper,VM7,4.5e+20,PREM,JPL,0.15,0.26,short-term_:_and long-term,1.95515,2.028847,2.261635,2.304462,2.588558
True,mean,False,upper,VM7,4.5e+20,PREM,CSR,0.15,0.26,short-term_:_and long-term,1.886291,1.959988,2.188758,2.231612,2.518405
True,mean,False,upper,VM7,4.5e+20,PREM,MSSA,0.15,0.26,short-term_:_and long-term,1.97753,2.051226,2.322984,2.429191,2.550253
False,mean,False,mean,VM7,4.5e+20,PREM,GFZ,0.1,0.26,short-term_:_and long-term,1.865566,1.939383,2.232898,2.283285,2.562794
False,mean,False,mean,VM7,4.5e+20,PREM,JPL,0.1,0.26,short-term_:_and long-term,1.933507,2.007324,2.310818,2.370031,2.650365
False,mean,False,mean,VM7,4.5e+20,PREM,CSR,0.1,0.26,short-term_:_and long-term,1.865404,1.939221,2.238546,2.298684,2.583188
False,mean,False,mean,VM7,4.5e+20,PREM,MSSA,0.1,0.26,short-term_:_and long-term,1.955641,2.029458,2.387936,2.50936,2.621972
True,mean,False,mean,VM7,4.5e+20,PREM,GFZ,0.1,0.26,short-term_:_and long-term,1.873194,1.9467,2.229303,2.276719,2.551401
True,mean,False,mean,VM7,4.5e+20,PREM,JPL,0.1,0.26,short-term_:_and long-term,1.941407,2.014912,2.307172,2.363266,2.640155
True,mean,False,mean,VM7,4.5e+20,PREM,CSR,0.1,0.26,short-term_:_and long-term,1.873032,1.946537,2.23484,2.292033,2.573349
True,mean,False,mean,VM7,4.5e+20,PREM,MSSA,0.1,0.26,short-term_:_and long-term,1.963629,2.037135,2.382128,2.500453,2.609624
False,mean,False,lower,VM7,4.5e+20,PREM,GFZ,0.1,0.26,short-term_:_and long-term,1.848995,1.922811,2.239997,2.29751,2.580296
False,mean,False,lower,VM7,4.5e+20,PREM,JPL,0.1,0.26,short-term_:_and long-term,1.916332,1.990149,2.317845,2.383579,2.666535
False,mean,False,lower,VM7,4.5e+20,PREM,CSR,0.1,0.26,short-term_:_and long-term,1.848834,1.922651,2.246071,2.312028,2.599979
False,mean,False,lower,VM7,4.5e+20,PREM,MSSA,0.1,0.26,short-term_:_and long-term,1.93827,2.012087,2.39957,2.526927,2.640648
True,mean,False,lower,VM7,4.5e+20,PREM,GFZ,0.1,0.26,short-term_:_and long-term,1.85713,1.930635,2.236012,2.289019,2.567637
True,mean,False,lower,VM7,4.5e+20,PREM,JPL,0.1,0.26,short-term_:_and long-term,1.924758,1.998264,2.313818,2.376067,2.654191
True,mean,False,lower,VM7,4.5e+20,PREM,CSR,0.1,0.26,short-term_:_and long-term,1.856969,1.930475,2.241925,2.304598,2.588395
True,mean,False,lower,VM7,4.5e+20,PREM,MSSA,0.1,0.26,short-term_:_and long-term,1.94679,2.020295,2.392972,2.516677,2.626652
False,mean,False,upper,VM7,4.5e+20,PREM,GFZ,0.1,0.26,short-term_:_and long-term,1.879769,1.953586,2.224341,2.267736,2.543704
False,mean,False,upper,VM7,4.5e+20,PREM,JPL,0.1,0.26,short-term_:_and long-term,1.948227,2.022044,2.302302,2.355435,2.6343
False,mean,False,upper,VM7,4.5e+20,PREM,CSR,0.1,0.26,short-term_:_and long-term,1.879606,1.953423,2.229672,2.284,2.565664
False,mean,False,upper,VM7,4.5e+20,PREM,MSSA,0.1,0.26,short-term_:_and long-term,1.970531,2.044347,2.375075,2.49009,2.601122
True,mean,False,upper,VM7,4.5e+20,PREM,GFZ,0.1,0.26,short-term_:_and long-term,1.886454,1.95996,2.220738,2.261532,2.53499
True,mean,False,upper,VM7,4.5e+20,PREM,JPL,0.1,0.26,short-term_:_and long-term,1.95515,2.028656,2.298587,2.348906,2.624715
True,mean,False,upper,VM7,4.5e+20,PREM,CSR,0.1,0.26,short-term_:_and long-term,1.886291,1.959797,2.225864,2.277157,2.555247
True,mean,False,upper,VM7,4.5e+20,PREM,MSSA,0.1,0.26,short-term_:_and long-term,1.97753,2.051035,2.369379,2.480982,2.588858
False,mean,False,mean,VM7,4.5e+20,PREM,GFZ,0.2,0.26,short-term_:_and long-term,1.865566,1.939714,2.161269,2.196698,2.486389
False,mean,False,mean,VM7,4.5e+20,PREM,JPL,0.2,0.26,short-term_:_and long-term,1.933507,2.007654,2.238456,2.280452,2.572112
False,mean,False,mean,VM7,4.5e+20,PREM,CSR,0.2,0.26,short-term_:_and long-term,1.865404,1.939552,2.166067,2.211861,2.506879
False,mean,False,mean,VM7,4.5e+20,PREM,MSSA,0.2,0.26,short-term_:_and long-term,1.955641,2.029789,2.297689,2.403582,2.539661
True,mean,False,mean,VM7,4.5e+20,PREM,GFZ,0.2,0.26,short-term_:_and long-term,1.873194,1.947034,2.160416,2.193216,2.480661
True,mean,False,mean,VM7,4.5e+20,PREM,JPL,0.2,0.26,short-term_:_and long-term,1.941407,2.015247,2.237671,2.277464,2.567925
True,mean,False,mean,VM7,4.5e+20,PREM,CSR,0.2,0.26,short-term_:_and long-term,1.873032,1.946872,2.165139,2.208275,2.501203
True,mean,False,mean,VM7,4.5e+20,PREM,MSSA,0.2,0.26,short-term_:_and long-term,1.963629,2.037469,2.295164,2.398636,2.532847
False,mean,False,lower,VM7,4.5e+20,PREM,GFZ,0.2,0.26,short-term_:_and long-term,1.848995,1.923142,2.15999,2.200005,2.492894
False,mean,False,lower,VM7,4.5e+20,PREM,JPL,0.2,0.26,short-term_:_and long-term,1.916332,1.99048,2.237049,2.284217,2.579444
False,mean,False,lower,VM7,4.5e+20,PREM,CSR,0.2,0.26,short-term_:_and long-term,1.848834,1.922982,2.165114,2.215168,2.513657
False,mean,False,lower,VM7,4.5e+20,PREM,MSSA,0.2,0.26,short-term_:_and long-term,1.93827,2.012418,2.298794,2.409135,2.54897
True,mean,False,lower,VM7,4.5e+20,PREM,GFZ,0.2,0.26,short-term_:_and long-term,1.85713,1.93097,2.15898,2.196316,2.48721
True,mean,False,lower,VM7,4.5e+20,PREM,JPL,0.2,0.26,short-term_:_and long-term,1.924758,1.998598,2.236123,2.280891,2.574073
True,mean,False,lower,VM7,4.5e+20,PREM,CSR,0.2,0.26,short-term_:_and long-term,1.856969,1.930809,2.163998,2.211797,2.507865
True,mean,False,lower,VM7,4.5e+20,PREM,MSSA,0.2,0.26,short-term_:_and long-term,1.94679,2.02063,2.295837,2.403763,2.541445
False,mean,False,upper,VM7,4.5e+20,PREM,GFZ,0.2,0.26,short-term_:_and long-term,1.879769,1.953917,2.160877,2.191742,2.477593
False,mean,False,upper,VM7,4.5e+20,PREM,JPL,0.2,0.26,short-term_:_and long-term,1.948227,2.022375,2.238141,2.275617,2.564387
False,mean,False,upper,VM7,4.5e+20,PREM,CSR,0.2,0.26,short-term_:_and long-term,1.879606,1.953754,2.16542,2.206354,2.498171
False,mean,False,upper,VM7,4.5e+20,PREM,MSSA,0.2,0.26,short-term_:_and long-term,1.970531,2.044678,2.295033,2.396911,2.529327
True,mean,False,upper,VM7,4.5e+20,PREM,GFZ,0.2,0.26,short-term_:_and long-term,1.886454,1.960295,2.159764,2.18805,2.471864
True,mean,False,upper,VM7,4.5e+20,PREM,JPL,0.2,0.26,short-term_:_and long-term,1.95515,2.02899,2.237044,2.272714,2.559056
True,mean,False,upper,VM7,4.5e+20,PREM,CSR,0.2,0.26,short-term_:_and long-term,1.886291,1.960131,2.164173,2.202866,2.493708
True,mean,False,upper,VM7,4.5e+20,PREM,MSSA,0.2,0.26,short-term_:_and long-term,1.97753,2.05137,2.292342,2.391756,2.522688
False,mean,False,mean,VM7,4.5e+20,QL6,GFZ,0.15,0.26,short-term_:_and long-term,1.865566,1.936646,2.168859,2.199044,2.473435
False,mean,False,mean,VM7,4.5e+20,QL6,JPL,0.15,0.26,short-term_:_and long-term,1.933507,2.004587,2.245065,2.284155,2.56052
False,mean,False,mean,VM7,4.5e+20,QL6,CSR,0.15,0.26,short-term_:_and long-term,1.865404,1.936484,2.173464,2.213065,2.492635
False,mean,False,mean,VM7,4.5e+20,QL6,MSSA,0.15,0.26,short-term_:_and long-term,1.955641,2.026722,2.310141,2.413967,2.526593
True,mean,False,mean,VM7,4.5e+20,QL6,GFZ,0.15,0.26,short-term_:_and long-term,1.873194,1.943985,2.166901,2.194145,2.465891
True,mean,False,mean,VM7,4.5e+20,QL6,JPL,0.15,0.26,short-term_:_and long-term,1.941407,2.012198,2.243123,2.279917,2.553886
True,mean,False,mean,VM7,4.5e+20,QL6,CSR,0.15,0.26,short-term_:_and long-term,1.873032,1.943823,2.171407,2.208722,2.485894
True,mean,False,mean,VM7,4.5e+20,QL6,MSSA,0.15,0.26,short-term_:_and long-term,1.963629,2.03442,2.30631,2.406793,2.517411
False,mean,False,lower,VM7,4.5e+20,QL6,GFZ,0.15,0.26,short-term_:_and long-term,1.848995,1.920075,2.169552,2.204744,2.481986
False,mean,False,lower,VM7,4.5e+20,QL6,JPL,0.15,0.26,short-term_:_and long-term,1.916332,1.987412,2.245571,2.289675,2.567551
False,mean,False,lower,VM7,4.5e+20,QL6,CSR,0.15,0.26,short-term_:_and long-term,1.848834,1.919914,2.174486,2.218616,2.500733
False,mean,False,lower,VM7,4.5e+20,QL6,MSSA,0.15,0.26,short-term_:_and long-term,1.93827,2.00935,2.313879,2.421611,2.536902
True,mean,False,lower,VM7,4.5e+20,QL6,GFZ,0.15,0.26,short-term_:_and long-term,1.85713,1.927921,2.16731,2.199485,2.473686
True,mean,False,lower,VM7,4.5e+20,QL6,JPL,0.15,0.26,short-term_:_and long-term,1.924758,1.995549,2.243357,2.284829,2.560069
True,mean,False,lower,VM7,4.5e+20,QL6,CSR,0.15,0.26,short-term_:_and long-term,1.856969,1.92776,2.172107,2.213567,2.492495
True,mean,False,lower,VM7,4.5e+20,QL6,MSSA,0.15,0.26,short-term_:_and long-term,1.94679,2.017581,2.309441,2.414668,2.526647
False,mean,False,upper,VM7,4.5e+20,QL6,GFZ,0.15,0.26,short-term_:_and long-term,1.879769,1.950849,2.166421,2.191572,2.463011
False,mean,False,upper,VM7,4.5e+20,QL6,JPL,0.15,0.26,short-term_:_and long-term,1.948227,2.019307,2.24277,2.277633,2.551832
False,mean,False,upper,VM7,4.5e+20,QL6,CSR,0.15,0.26,short-term_:_and long-term,1.879606,1.950686,2.170779,2.206054,2.482554
False,mean,False,upper,VM7,4.5e+20,QL6,MSSA,0.15,0.26,short-term_:_and long-term,1.970531,2.041611,2.304783,2.404083,2.514688
True,mean,False,upper,VM7,4.5e+20,QL6,GFZ,0.15,0.26,short-term_:_and long-term,1.886454,1.957245,2.164334,2.187486,2.456084
True,mean,False,upper,VM7,4.5e+20,QL6,JPL,0.15,0.26,short-term_:_and long-term,1.95515,2.025941,2.240645,2.272968,2.544839
True,mean,False,upper,VM7,4.5e+20,QL6,CSR,0.15,0.26,short-term_:_and long-term,1.886291,1.957082,2.168523,2.20152,2.475694
True,mean,False,upper,VM7,4.5e+20,QL6,MSSA,0.15,0.26,short-term_:_and long-term,1.97753,2.048321,2.300932,2.397817,2.5062
False,mean,False,mean,VM7,4.5e+20,QL6,GFZ,0.1,0.26,short-term_:_and long-term,1.865566,1.936545,2.208448,2.245901,2.509926
False,mean,False,mean,VM7,4.5e+20,QL6,JPL,0.1,0.26,short-term_:_and long-term,1.933507,2.004486,2.284946,2.33118,2.597162
False,mean,False,mean,VM7,4.5e+20,QL6,CSR,0.1,0.26,short-term_:_and long-term,1.865404,1.936384,2.213502,2.2613,2.531007
False,mean,False,mean,VM7,4.5e+20,QL6,MSSA,0.1,0.26,short-term_:_and long-term,1.955641,2.026621,2.36024,2.470504,2.566586
True,mean,False,mean,VM7,4.5e+20,QL6,GFZ,0.1,0.26,short-term_:_and long-term,1.873194,1.943884,2.205388,2.239541,2.499192
True,mean,False,mean,VM7,4.5e+20,QL6,JPL,0.1,0.26,short-term_:_and long-term,1.941407,2.012096,2.281861,2.325185,2.587239
True,mean,False,mean,VM7,4.5e+20,QL6,CSR,0.1,0.26,short-term_:_and long-term,1.873032,1.943721,2.21033,2.255299,2.520773
True,mean,False,mean,VM7,4.5e+20,QL6,MSSA,0.1,0.26,short-term_:_and long-term,1.963629,2.034319,2.355107,2.46181,2.554561
False,mean,False,lower,VM7,4.5e+20,QL6,GFZ,0.1,0.26,short-term_:_and long-term,1.848995,1.919974,2.213215,2.257046,2.523184
False,mean,False,lower,VM7,4.5e+20,QL6,JPL,0.1,0.26,short-term_:_and long-term,1.916332,1.987312,2.289541,2.341308,2.608928
False,mean,False,lower,VM7,4.5e+20,QL6,CSR,0.1,0.26,short-term_:_and long-term,1.848834,1.919814,2.218646,2.272341,2.54477
False,mean,False,lower,VM7,4.5e+20,QL6,MSSA,0.1,0.26,short-term_:_and long-term,1.93827,2.00925,2.369124,2.484334,2.581264
True,mean,False,lower,VM7,4.5e+20,QL6,GFZ,0.1,0.26,short-term_:_and long-term,1.85713,1.927819,2.209786,2.24942,2.510467
True,mean,False,lower,VM7,4.5e+20,QL6,JPL,0.1,0.26,short-term_:_and long-term,1.924758,1.995447,2.286097,2.334383,2.597787
True,mean,False,lower,VM7,4.5e+20,QL6,CSR,0.1,0.26,short-term_:_and long-term,1.856969,1.927659,2.215055,2.26551,2.534115
True,mean,False,lower,VM7,4.5e+20,QL6,MSSA,0.1,0.26,short-term_:_and long-term,1.94679,2.017479,2.36324,2.475062,2.56823
False,mean,False,upper,VM7,4.5e+20,QL6,GFZ,0.1,0.26,short-term_:_and long-term,1.879769,1.950749,2.202077,2.2335,2.495084
False,mean,False,upper,VM7,4.5e+20,QL6,JPL,0.1,0.26,short-term_:_and long-term,1.948227,2.019207,2.278713,2.319954,2.583882
False,mean,False,upper,VM7,4.5e+20,QL6,CSR,0.1,0.26,short-term_:_and long-term,1.879606,1.950586,2.206857,2.248686,2.515692
False,mean,False,upper,VM7,4.5e+20,QL6,MSSA,0.1,0.26,short-term_:_and long-term,1.970531,2.04151,2.349944,2.454565,2.548605
True,mean,False,upper,VM7,4.5e+20,QL6,GFZ,0.1,0.26,short-term_:_and long-term,1.886454,1.957144,2.198985,2.227561,2.485603
True,mean,False,upper,VM7,4.5e+20,QL6,JPL,0.1,0.26,short-term_:_and long-term,1.95515,2.02584,2.275538,2.313697,2.575377
True,mean,False,upper,VM7,4.5e+20,QL6,CSR,0.1,0.26,short-term_:_and long-term,1.886291,1.956981,2.203564,2.243083,2.507063
True,mean,False,upper,VM7,4.5e+20,QL6,MSSA,0.1,0.26,short-term_:_and long-term,1.97753,2.048219,2.344894,2.446952,2.538333
False,mean,False,mean,VM7,4.5e+20,QL6,GFZ,0.2,0.26,short-term_:_and long-term,1.865566,1.936741,2.141564,2.166561,2.444868
False,mean,False,mean,VM7,4.5e+20,QL6,JPL,0.2,0.26,short-term_:_and long-term,1.933507,2.004681,2.217474,2.250107,2.530342
False,mean,False,mean,VM7,4.5e+20,QL6,CSR,0.2,0.26,short-term_:_and long-term,1.865404,1.936579,2.145832,2.179883,2.465281
False,mean,False,mean,VM7,4.5e+20,QL6,MSSA,0.2,0.26,short-term_:_and long-term,1.955641,2.026816,2.275613,2.371761,2.497626
True,mean,False,mean,VM7,4.5e+20,QL6,GFZ,0.2,0.26,short-term_:_and long-term,1.873194,1.94408,2.140441,2.162775,2.438746
True,mean,False,mean,VM7,4.5e+20,QL6,JPL,0.2,0.26,short-term_:_and long-term,1.941407,2.012293,2.216406,2.247019,2.524975
True,mean,False,mean,VM7,4.5e+20,QL6,CSR,0.2,0.26,short-term_:_and long-term,1.873032,1.943918,2.144625,2.176796,2.459314
True,mean,False,mean,VM7,4.5e+20,QL6,MSSA,0.2,0.26,short-term_:_and long-term,1.963629,2.034516,2.272773,2.366239,2.488633
False,mean,False,lower,VM7,4.5e+20,QL6,GFZ,0.2,0.26,short-term_:_and long-term,1.848995,1.920169,2.139478,2.168703,2.45011
False,mean,False,lower,VM7,4.5e+20,QL6,JPL,0.2,0.26,short-term_:_and long-term,1.916332,1.987507,2.215184,2.251791,2.534976
False,mean,False,lower,VM7,4.5e+20,QL6,CSR,0.2,0.26,short-term_:_and long-term,1.848834,1.920009,2.14404,2.182577,2.469815
False,mean,False,lower,VM7,4.5e+20,QL6,MSSA,0.2,0.26,short-term_:_and long-term,1.93827,2.009445,2.275848,2.376751,2.505887
True,mean,False,lower,VM7,4.5e+20,QL6,GFZ,0.2,0.26,short-term_:_and long-term,1.85713,1.928016,2.13814,2.164669,2.443409
True,mean,False,lower,VM7,4.5e+20,QL6,JPL,0.2,0.26,short-term_:_and long-term,1.924758,1.995644,2.213914,2.248072,2.528653
True,mean,False,lower,VM7,4.5e+20,QL6,CSR,0.2,0.26,short-term_:_and long-term,1.856969,1.927855,2.142586,2.178462,2.464327
True,mean,False,lower,VM7,4.5e+20,QL6,MSSA,0.2,0.26,short-term_:_and long-term,1.94679,2.017676,2.272509,2.370387,2.497094
False,mean,False,upper,VM7,4.5e+20,QL6,GFZ,0.2,0.26,short-term_:_and long-term,1.879769,1.950944,2.141845,2.163052,2.438292
False,mean,False,upper,VM7,4.5e+20,QL6,JPL,0.2,0.26,short-term_:_and long-term,1.948227,2.019402,2.217907,2.246659,2.524448
False,mean,False,upper,VM7,4.5e+20,QL6,CSR,0.2,0.26,short-term_:_and long-term,1.879606,1.950781,2.145886,2.17652,2.458399
False,mean,False,upper,VM7,4.5e+20,QL6,MSSA,0.2,0.26,short-term_:_and long-term,1.970531,2.041705,2.273662,2.365668,2.486904
True,mean,False,upper,VM7,4.5e+20,QL6,GFZ,0.2,0.26,short-term_:_and long-term,1.886454,1.957341,2.140518,2.15961,2.432395
True,mean,False,upper,VM7,4.5e+20,QL6,JPL,0.2,0.26,short-term_:_and long-term,1.95515,2.026036,2.216585,2.243136,2.518812
True,mean,False,upper,VM7,4.5e+20,QL6,CSR,0.2,0.26,short-term_:_and long-term,1.886291,1.957177,2.144418,2.173142,2.452136
True,mean,False,upper,VM7,4.5e+20,QL6,MSSA,0.2,0.26,short-term_:_and long-term,1.97753,2.048416,2.270722,2.360598,2.479818
False,mean,False,mean,VM7,4.5e+20,QM1,GFZ,0.15,0.26,short-term_:_and long-term,1.865566,1.940942,2.183709,2.226946,2.515611
False,mean,False,mean,VM7,4.5e+20,QM1,JPL,0.15,0.26,short-term_:_and long-term,1.933507,2.008883,2.261484,2.314287,2.603248
False,mean,False,mean,VM7,4.5e+20,QM1,CSR,0.15,0.26,short-term_:_and long-term,1.865404,1.94078,2.189198,2.242547,2.535262
False,mean,False,mean,VM7,4.5e+20,QM1,MSSA,0.15,0.26,short-term_:_and long-term,1.955641,2.031017,2.321992,2.435213,2.563119
True,mean,False,mean,VM7,4.5e+20,QM1,GFZ,0.15,0.26,short-term_:_and long-term,1.873194,1.948249,2.18198,2.222617,2.508858
True,mean,False,mean,VM7,4.5e+20,QM1,JPL,0.15,0.26,short-term_:_and long-term,1.941407,2.016462,2.259782,2.31021,2.596684
True,mean,False,mean,VM7,4.5e+20,QM1,CSR,0.15,0.26,short-term_:_and long-term,1.873032,1.948087,2.187387,2.23842,2.528518
True,mean,False,mean,VM7,4.5e+20,QM1,MSSA,0.15,0.26,short-term_:_and long-term,1.963629,2.038685,2.318404,2.429342,2.554506
False,mean,False,lower,VM7,4.5e+20,QM1,GFZ,0.15,0.26,short-term_:_and long-term,1.848995,1.924371,2.185854,2.234274,2.525551
False,mean,False,lower,VM7,4.5e+20,QM1,JPL,0.15,0.26,short-term_:_and long-term,1.916332,1.991708,2.263564,2.322184,2.613709
False,mean,False,lower,VM7,4.5e+20,QM1,CSR,0.15,0.26,short-term_:_and long-term,1.848834,1.92421,2.191748,2.250502,2.545917
False,mean,False,lower,VM7,4.5e+20,QM1,MSSA,0.15,0.26,short-term_:_and long-term,1.93827,2.013646,2.327128,2.445099,2.575873
True,mean,False,lower,VM7,4.5e+20,QM1,GFZ,0.15,0.26,short-term_:_and long-term,1.85713,1.932185,2.183904,2.229111,2.517859
True,mean,False,lower,VM7,4.5e+20,QM1,JPL,0.15,0.26,short-term_:_and long-term,1.924758,1.999813,2.261655,2.31752,2.60685
True,mean,False,lower,VM7,4.5e+20,QM1,CSR,0.15,0.26,short-term_:_and long-term,1.856969,1.932024,2.189679,2.246124,2.538744
True,mean,False,lower,VM7,4.5e+20,QM1,MSSA,0.15,0.26,short-term_:_and long-term,1.94679,2.021845,2.323003,2.438059,2.565526
False,mean,False,upper,VM7,4.5e+20,QM1,GFZ,0.15,0.26,short-term_:_and long-term,1.879769,1.955145,2.180084,2.219311,2.504542
False,mean,False,upper,VM7,4.5e+20,QM1,JPL,0.15,0.26,short-term_:_and long-term,1.948227,2.023603,2.257878,2.305577,2.592114
False,mean,False,upper,VM7,4.5e+20,QM1,CSR,0.15,0.26,short-term_:_and long-term,1.879606,1.954982,2.185254,2.233724,2.523497
False,mean,False,upper,VM7,4.5e+20,QM1,MSSA,0.15,0.26,short-term_:_and long-term,1.970531,2.045907,2.315549,2.424505,2.55039
True,mean,False,upper,VM7,4.5e+20,QM1,GFZ,0.15,0.26,short-term_:_and long-term,1.886454,1.96151,2.178166,2.214994,2.497844
True,mean,False,upper,VM7,4.5e+20,QM1,JPL,0.15,0.26,short-term_:_and long-term,1.95515,2.030205,2.255931,2.301428,2.585774
True,mean,False,upper,VM7,4.5e+20,QM1,CSR,0.15,0.26,short-term_:_and long-term,1.886291,1.961346,2.183181,2.229046,2.516861
True,mean,False,upper,VM7,4.5e+20,QM1,MSSA,0.15,0.26,short-term_:_and long-term,1.97753,2.052585,2.311875,2.417517,2.541672
False,mean,False,mean,VM7,4.5e+20,QM1,GFZ,0.1,0.26,short-term_:_and long-term,1.865566,1.940671,2.218919,2.269116,2.549629
False,mean,False,mean,VM7,4.5e+20,QM1,JPL,0.1,0.26,short-term_:_and long-term,1.933507,2.008612,2.296961,2.358407,2.641588
False,mean,False,mean,VM7,4.5e+20,QM1,CSR,0.1,0.26,short-term_:_and long-term,1.865404,1.940509,2.224863,2.286302,2.572156
False,mean,False,mean,VM7,4.5e+20,QM1,MSSA,0.1,0.26,short-term_:_and long-term,1.955641,2.030746,2.365835,2.485896,2.600933
True,mean,False,mean,VM7,4.5e+20,QM1,GFZ,0.1,0.26,short-term_:_and long-term,1.873194,1.947976,2.215607,2.262859,2.539134
True,mean,False,mean,VM7,4.5e+20,QM1,JPL,0.1,0.26,short-term_:_and long-term,1.941407,2.016189,2.293603,2.35188,2.63167
True,mean,False,mean,VM7,4.5e+20,QM1,CSR,0.1,0.26,short-term_:_and long-term,1.873032,1.947814,2.22144,2.279419,2.562623
True,mean,False,mean,VM7,4.5e+20,QM1,MSSA,0.1,0.26,short-term_:_and long-term,1.963629,2.038411,2.36042,2.476724,2.588681
False,mean,False,lower,VM7,4.5e+20,QM1,GFZ,0.1,0.26,short-term_:_and long-term,1.848995,1.924099,2.225856,2.283794,2.566916
False,mean,False,lower,VM7,4.5e+20,QM1,JPL,0.1,0.26,short-term_:_and long-term,1.916332,1.991437,2.303857,2.370591,2.655035
False,mean,False,lower,VM7,4.5e+20,QM1,CSR,0.1,0.26,short-term_:_and long-term,1.848834,1.923939,2.232268,2.299528,2.587301
False,mean,False,lower,VM7,4.5e+20,QM1,MSSA,0.1,0.26,short-term_:_and long-term,1.93827,2.013375,2.376939,2.503322,2.621274
True,mean,False,lower,VM7,4.5e+20,QM1,GFZ,0.1,0.26,short-term_:_and long-term,1.85713,1.931912,2.222178,2.276525,2.555829
True,mean,False,lower,VM7,4.5e+20,QM1,JPL,0.1,0.26,short-term_:_and long-term,1.924758,1.99954,2.300142,2.36378,2.644588
True,mean,False,lower,VM7,4.5e+20,QM1,CSR,0.1,0.26,short-term_:_and long-term,1.856969,1.931751,2.228428,2.292621,2.575646
True,mean,False,lower,VM7,4.5e+20,QM1,MSSA,0.1,0.26,short-term_:_and long-term,1.94679,2.021572,2.370772,2.493408,2.607268
False,mean,False,upper,VM7,4.5e+20,QM1,GFZ,0.1,0.26,short-term_:_and long-term,1.879769,1.954874,2.210569,2.254325,2.532504
False,mean,False,upper,VM7,4.5e+20,QM1,JPL,0.1,0.26,short-term_:_and long-term,1.948227,2.023332,2.288619,2.343843,2.624788
False,mean,False,upper,VM7,4.5e+20,QM1,CSR,0.1,0.26,short-term_:_and long-term,1.879606,1.954711,2.216154,2.271024,2.554317
False,mean,False,upper,VM7,4.5e+20,QM1,MSSA,0.1,0.26,short-term_:_and long-term,1.970531,2.045635,2.353541,2.467563,2.582548
True,mean,False,upper,VM7,4.5e+20,QM1,GFZ,0.1,0.26,short-term_:_and long-term,1.886454,1.961237,2.207223,2.247729,2.522248
True,mean,False,upper,VM7,4.5e+20,QM1,JPL,0.1,0.26,short-term_:_and long-term,1.95515,2.029932,2.285167,2.337352,2.615059
True,mean,False,upper,VM7,4.5e+20,QM1,CSR,0.1,0.26,short-term_:_and long-term,1.886291,1.961073,2.212604,2.264341,2.544496
True,mean,False,upper,VM7,4.5e+20,QM1,MSSA,0.1,0.26,short-term_:_and long-term,1.97753,2.052312,2.348205,2.458922,2.570609
False,mean,False,mean,VM7,4.5e+20,QM1,GFZ,0.2,0.26,short-term_:_and long-term,1.865566,1.941202,2.159405,2.197468,2.486534
False,mean,False,mean,VM7,4.5e+20,QM1,JPL,0.2,0.26,short-term_:_and long-term,1.933507,2.009143,2.236803,2.282541,2.573735
False,mean,False,mean,VM7,4.5e+20,QM1,CSR,0.2,0.26,short-term_:_and long-term,1.865404,1.94104,2.164523,2.213329,2.50846
False,mean,False,mean,VM7,4.5e+20,QM1,MSSA,0.2,0.26,short-term_:_and long-term,1.955641,2.031278,2.29181,2.399121,2.536759
True,mean,False,mean,VM7,4.5e+20,QM1,GFZ,0.2,0.26,short-term_:_and long-term,1.873194,1.948512,2.158698,2.194475,2.481577
